cpg	snp	beta	stats	pvalue	FDR
CpG70	SNP290	0.0439416783775739	5.75721427072997	2.67076655233649e-08	5.93503678296998e-05
CpG75	SNP837	0.0513514421342297	5.72566157605667	3.14458353734712e-08	6.83605116814591e-05
CpG75	SNP777	-0.0436114174735099	-5.62733131314434	5.21002135357315e-08	0.000108542111532774
CpG75	SNP778	-0.0436114174735099	-5.62733131314434	5.21002135357315e-08	0.000108542111532774
CpG75	SNP361	-0.05096614006574	-5.59198981467412	6.23727865472587e-08	0.000127291401116854
CpG17	SNP633	0.0604707993269572	5.51332448123727	9.28329253276823e-08	0.000185665850655365
CpG70	SNP285	0.044783390701123	5.48259077506386	1.08318485784599e-07	0.000212389187812939
CpG75	SNP746	-0.0472274726513457	-5.43734561580794	1.3578459506065e-07	0.00026112422127048
CpG35	SNP554	0.0377033490146201	5.37449757261441	1.85444138904479e-07	0.000349894601706564
CpG53	SNP997	0.0598388428981348	5.36838073996374	1.9112920283132e-07	0.000353942968206148
CpG75	SNP450	-0.039947985470493	-5.23316925448734	3.70204790714015e-07	0.000673099619480028
CpG29	SNP184	-0.100800301176811	-5.18023343726249	4.77964110908205e-07	0.00085350734090751
CpG75	SNP773	0.039583869584504	5.15426746568831	5.41400030329579e-07	0.000926148740052513
CpG25	SNP927	-0.0336282905207738	-5.15425254850705	5.41438721629824e-07	0.000926148740052513
CpG33	SNP457	0.0338320593102861	5.15233767192409	5.46427756630983e-07	0.000926148740052513
CpG75	SNP149	0.0390989378595409	5.13616784546865	5.90373595761377e-07	0.000983955992935628
CpG27	SNP305	-0.0659996020467098	-5.10625449139807	6.80879261260086e-07	0.00111619551026244
CpG70	SNP292	0.0425620047551233	5.1008136232264	6.98728137481926e-07	0.00112698086690633
CpG75	SNP444	0.0547439936664009	5.00319520424211	1.10773842710736e-06	0.00175831496366248
CpG75	SNP760	0.0459968160312231	4.95857298755455	1.36447249604723e-06	0.0021319882750738
CpG75	SNP997	0.0605287180774749	4.95104864359318	1.41309246048025e-06	0.00217398840073885
CpG75	SNP374	-0.0380386819232484	-4.92290344317365	1.61026202798781e-06	0.00243979095149668
CpG50	SNP659	0.0269774819688371	4.848353511175	2.26978900954472e-06	0.00334141732088413
CpG43	SNP368	0.147253521236253	4.84812511866162	2.27216377820121e-06	0.00334141732088413
CpG52	SNP743	-0.0467046877060448	-4.82713344707005	2.50098979332754e-06	0.00362462288888049
CpG75	SNP976	-0.0479308797342593	-4.82067768591146	2.57573154305626e-06	0.00367961649008038
CpG81	SNP694	0.0391633233550697	4.81028249124181	2.70063734017482e-06	0.00375088519468736
CpG81	SNP693	-0.0391633233550697	-4.8102824912418	2.7006373401749e-06	0.00375088519468736
CpG75	SNP245	-0.139075349469965	-4.70433996019618	4.35671576214312e-06	0.00588977711514099
CpG75	SNP37	-0.0358996376585888	-4.70425181562179	4.35843506520433e-06	0.00588977711514099
CpG75	SNP791	-0.0362687043686256	-4.68061649789985	4.84384622376248e-06	0.0064584616316833
CpG75	SNP721	0.168069785307567	4.66855697846766	5.11119460540687e-06	0.00672525605974589
CpG75	SNP536	0.0347045933056518	4.65812674705727	5.35384273014034e-06	0.00695304250667577
CpG75	SNP765	0.0449009651957308	4.60900089118508	6.65397375647968e-06	0.00847428582002197
CpG37	SNP327	-0.0384821543330319	-4.60761680932931	6.69468579781736e-06	0.00847428582002197
CpG75	SNP717	-0.114150635846775	-4.60325675104124	6.82450820787387e-06	0.00853063525984234
CpG27	SNP698	-0.139793452226821	-4.582563395846	7.4744279275232e-06	0.00914642643022803
CpG27	SNP171	-0.0515059544480016	-4.58178295311104	7.50006967278699e-06	0.00914642643022803
CpG75	SNP550	0.0372152543081288	4.56911854251248	7.92818603613375e-06	0.00955203136883584
CpG75	SNP988	0.0390064684202804	4.55524074083618	8.42430575719803e-06	0.0100289354252357
CpG75	SNP972	-0.0363586184227846	-4.54602863203102	8.76997849782103e-06	0.0102773303206245
CpG8	SNP559	0.0313132834647397	4.54424399088212	8.83850407573707e-06	0.0102773303206245
CpG75	SNP948	-0.0449472844930003	-4.52896242084842	9.44673836960172e-06	0.0107677898643322
CpG75	SNP551	-0.0370359415359927	-4.5282596848797	9.47565508061233e-06	0.0107677898643322
CpG68	SNP559	0.0364006309142525	4.51406731773698	1.00781973641841e-05	0.0113238172631282
CpG75	SNP454	-0.0326529598716524	-4.48639648742628	1.13605531372212e-05	0.0126228368191347
CpG75	SNP648	0.107457721630456	4.48015523343284	1.16707392207895e-05	0.0128249881547137
CpG85	SNP607	-0.0461235626096011	-4.46578970004439	1.24159122559473e-05	0.0134955567999427
CpG70	SNP821	0.0384055803139503	4.46109408370701	1.26692422569207e-05	0.0136228411364738
CpG75	SNP879	-0.0378958841468023	-4.44470300198772	1.359302498392e-05	0.0144606648765106
CpG78	SNP327	-0.0698520091410079	-4.4398685920677	1.38776125065606e-05	0.0146080131648006
CpG75	SNP391	-0.0423353894607607	-4.43458148696335	1.41953949849179e-05	0.0147868697759562
CpG75	SNP304	-0.0439894849341677	-4.41535264491874	1.54110781086541e-05	0.0157282460984588
CpG68	SNP814	0.0358559551415813	4.41531305510703	1.54136811764897e-05	0.0157282460984588
CpG23	SNP407	-0.0293821156515035	-4.40475976547319	1.61228219404441e-05	0.0162856787277213
CpG75	SNP217	0.116928345009408	4.34169786665146	2.10584405960421e-05	0.0210584405960421
CpG75	SNP285	0.0377147911912561	4.3371906375913	2.14618415151012e-05	0.0212493480347537
CpG92	SNP743	-0.0319185774318409	-4.32486840026947	2.26028301402055e-05	0.0221596373923583
CpG75	SNP968	-0.0330269619516221	-4.31234155226506	2.3822201982108e-05	0.0229247219816121
CpG75	SNP288	0.0372230982389108	4.30986161252937	2.40709580806927e-05	0.0229247219816121
CpG75	SNP289	0.0372230982389108	4.30986161252937	2.40709580806927e-05	0.0229247219816121
CpG64	SNP93	-0.0676394950127263	-4.30367186190117	2.47027330608521e-05	0.0231877907065702
CpG11	SNP319	-0.0291684172535211	-4.30061420210658	2.50206502606492e-05	0.0231877907065702
CpG84	SNP598	-0.0355573384551311	-4.30040242551602	2.50428139630959e-05	0.0231877907065702
CpG75	SNP826	-0.038548243675612	-4.28905896868779	2.62578313780823e-05	0.0240897535578736
CpG22	SNP818	-0.0630006570205024	-4.2760485517973	2.7720871643202e-05	0.0252007924029109
CpG75	SNP110	0.0528141651000325	4.26948338341214	2.84884329700537e-05	0.0256652549279763
CpG6	SNP397	-0.0323626542017998	-4.21957777936325	3.50249570727979e-05	0.0312722831007125
CpG75	SNP106	-0.0351311877278094	-4.21089558262661	3.62995809419865e-05	0.0321235229575102
CpG70	SNP287	0.0369738305427251	4.2061857751035	3.70094451567012e-05	0.0324644255760537
CpG92	SNP105	0.0289514000994348	4.20173906303102	3.76918139586544e-05	0.0325375390363193
CpG68	SNP813	0.0380826574212597	4.20140509524794	3.77435452821304e-05	0.0325375390363193
CpG53	SNP220	0.0934138441436694	4.19538537774194	3.86877064439159e-05	0.0328602787284727
CpG75	SNP628	-0.0350558367872414	-4.194835114557	3.87751288995978e-05	0.0328602787284727
CpG75	SNP878	0.0437464090177067	4.16308168191984	4.41522150493788e-05	0.0371027017221671
CpG75	SNP343	0.140037046348995	4.14837492892239	4.68772439937081e-05	0.0390643699947567
CpG80	SNP702	-0.0526183142517285	-4.14470350291451	4.75821520953299e-05	0.0393240926407685
CpG75	SNP946	-0.0429029629508512	-4.14266233979163	4.79784152336408e-05	0.03932656986364
CpG17	SNP455	-0.036150342484192	-4.12246774116818	5.2072362990502e-05	0.0423352544638228
CpG16	SNP467	-0.0413273145820833	-4.11479211731417	5.37141079611104e-05	0.0433178290008955
CpG80	SNP579	-0.031064480643637	-4.1060808754291	5.56371461046404e-05	0.0445097168837123
CpG2	SNP913	-0.0524964622797732	-4.10221537552765	5.65113353950305e-05	0.0448502661865321
CpG27	SNP987	-0.170139761297236	-4.09267537908688	5.87252033072996e-05	0.0462278205895683
CpG27	SNP304	-0.0539408295415708	-4.09079332364759	5.91716103546474e-05	0.0462278205895683
CpG75	SNP677	-0.0325660398271389	-4.08528801618557	6.04960621818687e-05	0.0467662748029171
CpG75	SNP66	0.0366265858424434	4.08405659101193	6.07961572437923e-05	0.0467662748029171
CpG68	SNP361	-0.0374899745760396	-4.07291024440358	6.35777858466479e-05	0.0485326609516396
CpG75	SNP363	0.0382612916045931	4.06870676228167	6.46579383081209e-05	0.0489832865970613
CpG75	SNP779	-0.147291460047527	-4.06236116017059	6.63217144973867e-05	0.0498659507499148
CpG68	SNP837	0.0368334858730999	4.05369106795518	6.86609767397708e-05	0.0508999698074764
CpG80	SNP701	0.0463418950586561	4.0534943295992	6.87149592400931e-05	0.0508999698074764
CpG52	SNP105	0.036916661548566	4.03932633554706	7.27105195464243e-05	0.0534636173135473
CpG8	SNP649	-0.033758545805571	-4.01116914609598	8.13170739808411e-05	0.0593555284531687
CpG75	SNP85	0.0331558982276284	3.99941573762485	8.51890997604272e-05	0.0617312317104545
CpG17	SNP643	0.0474757043857183	3.99256568902912	8.75259847090688e-05	0.0629683343230711
CpG55	SNP653	-0.022610198021061	-3.99035475451901	8.82931648899191e-05	0.0630665463499422
CpG96	SNP818	0.0264017857631976	3.97903930522852	9.23206874059095e-05	0.0653034489663194
CpG27	SNP200	0.040010986170999	3.97791326682422	9.27308975321735e-05	0.0653034489663194
CpG50	SNP1	0.031797621490063	3.97111192401246	9.52456650609707e-05	0.066605360182497
CpG4	SNP360	0.0534593092152816	3.96087851425402	9.915187393817e-05	0.0688554680126181
